bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,yr_renovated,lat,long,price
3,2.0,4652,5697,2.0,1,3,1,10,1916,1986,47.66448025209193,-121.7301838405623,1855297
3,2.5,1853,2294,1.5,0,2,3,9,1982,1994,47.47376831127855,-122.25058411859767,1170602
2,4.0,2655,6065,2.0,0,2,2,9,2001,0,47.655749092664465,-121.51882004681103,1346203
5,3.0,1333,22704,1.5,0,0,4,7,1908,0,47.293115915801906,-122.32060964741038,934071
4,1.0,2167,2257,2.5,0,4,4,4,1926,2002,47.455619120887675,-121.5859133262956,1069351
4,3.5,2112,15864,1.0,0,3,3,10,1948,0,47.494816655521525,-122.17552654167689,1287287
3,3.0,702,21984,2.0,0,2,4,10,1978,0,47.76017564740409,-121.73685328983586,1041502
3,3.0,4952,2172,1.0,0,0,3,6,1936,2000,47.286618303781296,-122.04362340675206,1372193
2,2.5,3447,1147,2.0,0,1,3,8,1927,2009,47.755681767499425,-121.76353261255,1289841
3,2.0,1482,6647,3.0,0,0,4,9,1949,1983,47.663401240826,-122.34421695206063,1147790
4,2.0,1041,2842,2.0,1,1,2,9,1954,0,47.611625837860686,-122.23049354161351,1339251
3,1.5,2151,31843,2.0,0,0,4,10,1903,0,47.650809188429584,-122.40014217552798,1047011
3,2.0,1888,5088,3.0,1,1,2,6,1984,1994,47.52379753211604,-121.6348560185622,1179948
6,2.0,2159,2203,2.0,0,1,3,8,2019,1980,47.270856007323744,-122.2037070122305,1213821
3,2.5,1989,1560,2.0,0,0,4,6,1997,1989,47.232646478187895,-121.80552377058333,946758
4,3.0,2328,14616,2.0,0,1,4,8,1918,2005,47.70643900509527,-121.67977880225847,1157821
5,2.5,3728,2776,2.0,1,3,2,4,2022,0,47.60759758181708,-121.59858176362066,1724735
3,1.5,2401,5134,1.0,0,0,4,10,1936,0,47.24924299793266,-122.39370288468828,1166199
4,4.0,1069,12782,2.5,0,2,4,8,2021,2018,47.53056535611208,-121.60698506648738,1063305
5,3.5,3573,3028,2.0,0,0,4,10,1903,0,47.41328253698995,-122.30274722226928,1415010
6,3.0,4106,4694,1.0,0,0,3,5,1936,1986,47.211058618974164,-121.76309798840904,1342182
3,4.0,8743,4834,2.0,0,0,4,7,1950,2017,47.47229997655001,-121.77115098063538,2336328
6,2.5,1030,9733,1.5,1,2,4,7,1931,2017,47.29706336472649,-122.49149685825904,1330980
4,4.0,2041,8872,1.0,0,1,2,8,1944,1982,47.1673708869103,-122.27937609168974,1112160
3,1.5,638,3943,2.0,0,3,5,10,2011,0,47.42687080898179,-122.00809148533513,1075860
4,2.0,2384,5237,2.5,0,1,5,8,1911,2023,47.513075986465495,-122.07996529333671,1160780
6,2.0,1374,3388,2.5,0,0,5,7,1940,1992,47.132834487266805,-121.58142652011539,940770
4,2.0,4730,1121,3.0,0,2,4,5,1955,0,47.381464924587696,-122.14025913049748,1520350
3,1.5,1227,6358,2.5,0,0,4,6,1979,1980,47.28036334388568,-121.56301628516404,851563
4,2.5,776,32604,1.0,0,2,4,9,1913,0,47.12145541349506,-122.04057068160746,693862
3,3.0,1428,2030,1.5,0,0,4,8,1953,2013,47.187963784728055,-121.53564710335984,863375
2,2.5,673,2268,2.5,0,0,4,9,1962,0,47.197323911172866,-121.76264518997515,778597
3,1.5,2632,2057,1.5,0,2,4,9,1964,2006,47.228011973682584,-121.67066540836784,1186942
3,3.0,643,10143,2.0,0,4,3,6,2015,2008,47.662364300006544,-122.395123111651,1180670
3,2.5,1833,7696,2.0,0,0,3,6,2018,2006,47.4076443065347,-121.91385856675763,1078972
3,2.0,639,4194,1.5,0,3,5,9,1957,1996,47.202960194589274,-122.35729964017065,997002
4,2.5,1540,1962,3.0,0,0,1,9,1995,2009,47.170207876849524,-122.20237899794903,999582
3,2.0,4112,5390,2.0,0,3,4,8,1920,0,47.308558321110326,-121.87643459383273,1410641
3,2.0,2165,1028,2.0,0,2,5,6,1903,0,47.65861086309312,-121.77377429530611,971308
5,3.5,1174,5672,3.0,0,0,4,4,1972,2008,47.35512189355775,-122.46081621798875,980103
4,2.0,1780,11749,2.0,0,0,5,7,2019,0,47.21192815220576,-121.96905626892763,1142450
4,2.5,1824,1406,1.0,0,0,4,4,2014,0,47.38288132708231,-121.93468601371012,1101106
3,3.5,2290,1061,2.0,0,0,2,7,1945,0,47.48871809010094,-122.4211720028898,1098437
3,3.0,912,23847,2.5,0,0,4,8,1985,0,47.12070892854661,-121.99931196579924,769065
2,1.5,2431,2665,2.0,0,1,3,6,1911,1999,47.53934926100812,-121.78615771995017,965623
3,1.5,467,15305,2.0,0,4,3,6,1929,1995,47.37657052711035,-122.44677271512447,766765
3,1.0,1319,4213,2.0,0,0,3,10,1993,0,47.106808112591835,-121.73973222367604,910010
3,2.5,1416,4179,1.5,0,1,3,8,1995,2009,47.57172257926246,-121.92357349509587,982165
2,2.0,2481,7619,2.5,0,1,3,11,1959,0,47.59867134489385,-121.6667727917282,1298557
3,1.5,1828,2030,2.5,0,3,3,7,1999,2003,47.54018785199108,-122.28193742714593,1236550
4,4.0,895,5611,1.0,0,1,4,9,1970,0,47.3393511523189,-121.66672631578687,876847
3,2.5,1104,3356,1.0,0,1,4,7,1980,1997,47.47072339784617,-122.40543902473253,1048457
3,2.0,1996,1312,3.0,0,1,3,8,1964,0,47.37101039429341,-122.09617030355533,1087756
4,2.5,1737,6887,2.5,0,0,3,6,1913,0,47.59043521111178,-122.30051520847535,989512
4,2.5,1353,3777,2.5,0,0,4,4,2010,2008,47.50850613036358,-121.62397916770912,952289
2,1.5,1421,4200,2.5,0,1,4,11,1943,0,47.15725937967922,-121.79508018369823,789904
5,2.0,2560,1465,2.0,0,0,5,8,2007,2021,47.550165490753294,-122.47463822283927,1407485
4,3.0,1395,24134,2.0,0,1,1,11,2001,1989,47.58106689003646,-122.49047664438605,1291540
2,2.5,1730,11810,2.0,0,0,5,7,1925,0,47.35949152643029,-122.20875074551833,913291
5,2.5,5350,12889,1.0,0,1,4,7,1990,1987,47.71305004667179,-122.35671688571944,1915371
6,2.0,887,3621,2.0,0,0,4,8,2008,0,47.690110048391475,-121.8696955224398,1140869
2,1.0,716,872,2.0,0,4,2,9,1915,0,47.22261656672982,-121.83620306611743,659532
3,2.0,2675,34645,2.0,0,3,3,8,2009,2022,47.732986415940104,-121.55804909633864,1388529
5,2.0,1287,4623,2.0,0,0,3,11,1906,0,47.408610660046556,-121.54796007545416,872824
4,2.0,1542,2324,2.0,0,0,3,5,1931,1996,47.606624756844006,-121.84110329458865,842241
3,1.0,1223,7456,1.0,0,1,4,9,1988,0,47.669867904877066,-122.49432488714729,1112383
3,3.0,1587,15789,1.5,0,0,4,7,1994,1990,47.453578694748785,-122.14100208343038,1187971
3,4.0,4020,4802,1.0,0,0,4,7,1915,0,47.37937135755957,-121.98685848675274,1399369
4,3.0,2700,17651,1.0,0,0,4,8,2018,0,47.740815958030566,-122.00082024349153,1564944
4,3.5,2782,14515,3.0,0,3,4,8,2004,2022,47.2615974870548,-121.89665937049777,1451251
3,2.0,890,1675,1.0,0,3,3,6,2021,0,47.2798790544034,-121.53944851719524,935195
4,4.0,1016,2505,1.5,0,1,5,7,1977,1988,47.353134219809405,-121.61480730804485,954822
4,2.0,437,12804,2.0,0,1,4,8,1988,1982,47.70162604457939,-122.39109196654951,1116965
2,4.0,1206,326,2.0,0,4,3,8,1961,1981,47.75715178494915,-122.2340196086066,1264604
3,4.0,2917,4232,1.0,0,4,3,7,1929,1986,47.2540474003284,-121.66689058258036,1224775
4,3.0,2341,1175,2.0,1,4,4,6,2019,0,47.70470910334187,-121.67569309118079,1764475
5,4.0,1618,3051,2.0,0,0,4,4,1970,0,47.280742071628,-122.22462927587833,914016
4,2.5,1787,3645,1.0,0,0,1,12,1911,2014,47.77944887272492,-121.76941196931388,1078800
4,2.0,1281,3434,1.5,0,2,4,11,1966,2007,47.51818552438711,-121.82796262128214,1292760
3,2.0,2002,2829,3.0,0,1,4,8,1990,0,47.104960527213166,-122.02647603503004,1099354
3,2.5,2651,1640,2.5,0,0,4,13,1945,0,47.123890932849825,-122.29854504732097,1159971
4,1.5,805,48625,2.0,0,0,2,9,1982,2001,47.2032391715633,-121.61135681910591,815021
3,2.5,2100,31807,1.0,0,3,3,5,1942,2022,47.23130121047313,-121.82214881569317,916057
3,4.0,2881,1537,2.0,0,3,5,6,2000,2019,47.637333385978614,-122.33100707512162,1520715
3,2.0,1469,23911,2.0,0,0,5,11,1954,2014,47.25593611349186,-121.79519765515914,1121027
2,3.0,2566,3296,1.0,0,3,3,9,1944,0,47.7783991340349,-121.75856628042303,1424960
3,3.5,7385,5592,2.0,0,1,3,10,1959,2015,47.545278440042054,-121.61311971487896,2245257
3,3.5,1716,4613,2.0,0,3,3,10,2005,2012,47.58476225647746,-122.27716074475806,1378017
3,4.0,2200,2540,1.5,0,1,3,8,1970,0,47.25247156349965,-121.5112458945866,1063873
3,2.5,1250,13145,2.0,0,0,4,5,2012,0,47.72489441986656,-122.34660657747308,1091892
5,4.0,1979,5574,2.5,0,1,5,7,1979,0,47.56747020097395,-121.89931110814042,1307777
4,3.0,2275,3051,1.5,0,1,3,5,1931,1990,47.705083937039305,-121.84282349472652,1067349
4,2.0,1993,1333,2.5,0,1,2,7,1907,0,47.769536768061855,-122.08104710473414,1149676
5,2.5,1085,2011,1.0,0,0,5,8,2012,0,47.18794868397672,-122.02496229122961,1041488
4,3.0,2004,952,2.5,0,4,2,6,1976,0,47.16761106118826,-121.60908990327786,1138913
2,2.0,3755,4975,1.0,0,0,5,6,1961,0,47.66238547861274,-121.85472577033454,1310825
4,2.5,2262,1485,1.0,0,0,4,8,1974,0,47.70628824136592,-122.0029990417653,1239052
4,2.5,2924,3768,2.0,0,1,5,7,1919,2000,47.50863299461459,-122.37165043756647,1302441
4,2.0,1605,19343,2.0,0,1,3,8,1917,0,47.35620038342537,-122.49266237477687,975703
3,2.5,2630,16306,3.0,0,1,2,8,2000,2015,47.55684074525266,-122.37503138184816,1416593
3,3.0,2078,4758,1.5,0,2,4,9,1905,2013,47.31396485081472,-121.54381543252349,1063184
3,2.5,1123,4504,1.5,0,1,4,11,1983,2015,47.26686998450743,-121.73591321700867,1009134
3,1.0,2120,32204,2.0,0,1,3,6,1995,1998,47.44170164666909,-121.53288367248975,1031941
4,1.0,1101,8273,2.0,0,2,5,6,2009,0,47.25130767932447,-122.46429129029183,1133308
4,2.0,1317,3541,1.5,0,0,4,10,2007,0,47.43859252582062,-121.81977959614136,1152834
3,3.5,1987,1180,2.0,0,1,4,8,1928,0,47.7696245538245,-122.45570647359658,1288003
6,2.0,2097,7287,2.0,0,3,3,9,1903,2022,47.68784882493217,-121.71794353113118,1272272
4,2.5,997,11263,2.5,0,0,4,7,1970,0,47.75914164365001,-122.1190498272648,1106600
3,2.0,3062,2613,3.0,0,1,4,10,1942,1983,47.66443028239315,-122.4042346398935,1531019
3,2.0,2406,6576,1.5,0,4,3,11,1983,2002,47.34832565516239,-121.93195335821248,1384771
3,3.0,1271,3416,2.0,0,0,5,9,1933,2016,47.66843166698609,-122.21987980339861,1113405
3,3.0,838,4088,1.5,0,1,3,6,1999,2000,47.74604102048725,-121.84042605812819,968813
3,1.5,1681,408,2.0,0,4,3,10,1970,1992,47.76292505148594,-121.84182524048622,1287509
3,2.0,1446,3937,2.0,0,0,2,9,1932,0,47.578238495479496,-121.79499252587925,935962
3,1.0,1913,12956,3.0,0,0,4,9,1914,1985,47.24795665067058,-121.50753492122224,750434
3,2.5,1507,2613,2.0,0,3,4,5,2015,0,47.127810407355284,-122.1133022900526,1057530
5,2.5,662,5179,3.0,0,3,3,9,1995,2012,47.20304015971211,-122.0346845255149,993202
2,1.5,1488,2307,2.5,0,1,3,6,1985,0,47.77588284252576,-121.69538829897466,923107
4,2.0,1551,7047,3.0,0,1,2,7,2019,0,47.423467776934935,-121.92162997697811,1112210
3,2.0,2482,3957,2.5,0,3,3,8,1939,2016,47.69849021038244,-122.4627427893122,1340679
6,3.5,1275,1921,2.0,0,2,4,7,1992,0,47.4255309074908,-121.65692147974015,1123196
3,4.0,4185,18630,1.5,0,0,3,9,1988,2011,47.562572308421885,-122.44850131806196,1688528
3,1.0,695,12443,1.5,0,0,3,8,1904,2010,47.116898543985634,-122.32917986350822,581714
6,3.0,3482,2684,1.0,0,1,5,6,1977,2005,47.27490545990356,-122.39792003302581,1478798
5,2.0,1616,8085,2.0,0,3,4,9,1949,0,47.405388496029815,-122.42207286711889,1160695
5,2.0,2778,8411,2.0,0,3,4,11,1998,0,47.541441733007915,-122.4743151246953,1649807
3,3.0,1881,9342,2.0,0,4,2,6,1965,2011,47.220064831637224,-122.44497228602764,1235381
3,3.5,3196,903,3.0,0,3,3,8,1988,2014,47.63518602498934,-122.05756081082119,1492996
4,4.0,1489,13448,3.0,0,1,4,7,1953,0,47.35508329429537,-122.24714773001739,1138925
6,2.5,1043,2780,1.0,0,1,3,8,1979,0,47.672204688463715,-122.37346311658118,1270260
4,2.0,3678,3436,1.5,0,2,3,7,1945,0,47.168578363276545,-121.84129445727348,1239532
4,3.0,1708,68725,2.0,0,2,5,7,1979,2020,47.57582961137766,-122.27388808936574,1270652
3,2.0,2019,6646,1.5,0,1,5,5,1910,0,47.305329833244556,-122.48105084465519,887190
5,2.5,3352,3339,2.0,0,0,2,13,2023,0,47.656768221885834,-122.08158021623267,1638658
3,2.0,1079,541,2.0,0,4,3,9,1948,1990,47.38151929892969,-122.1895670080217,1066469
3,2.5,2435,19727,2.0,0,1,5,8,1998,0,47.56574474258449,-122.18139556865351,1379191
3,2.0,1346,1280,2.5,0,0,2,8,1922,2018,47.75401368804553,-122.05472997181843,902347
4,2.0,1692,1801,2.5,0,1,4,8,1954,0,47.11443864240964,-121.83108607276573,880004
3,3.5,1874,3528,1.0,0,2,5,8,1904,0,47.107781747634064,-121.883520879962,923486
3,1.5,853,20260,2.0,0,0,5,7,1963,0,47.639195476523696,-121.56273839021112,867764
4,2.5,1224,10649,2.0,0,3,4,8,1934,0,47.552475136055655,-121.98228333369748,1108801
3,2.0,3552,4197,1.5,0,0,3,7,1992,0,47.305085804353105,-122.02743009027493,1346125
4,1.0,2816,6689,1.0,0,0,3,7,2010,0,47.44607769194198,-122.28658556478311,1269410
3,1.0,1752,2696,2.0,0,1,5,8,2018,0,47.12935496591921,-121.74461871115184,973081
4,2.0,2041,5651,1.5,0,2,5,10,1968,2013,47.23471192375287,-122.35922422378572,1338315
4,3.5,1560,5288,1.5,0,4,4,6,1953,0,47.397147462169016,-122.00886711017952,1206832
2,2.0,3562,12948,2.0,0,3,4,5,1902,2021,47.68383109135504,-122.07867780161256,1275865
3,4.0,1635,12928,2.0,0,4,4,7,1905,1987,47.43576702800206,-121.8416991215956,1048339
3,2.5,2030,8054,1.0,1,0,4,12,1986,0,47.510453753168186,-121.58237853004334,1412040
2,2.0,3206,3420,1.0,0,0,4,10,2009,0,47.71162765439564,-121.55340440850178,1463275
6,2.5,1225,10319,2.5,0,1,4,8,1955,0,47.31617323951219,-122.33220073283684,1161471
3,2.5,3941,4482,1.0,0,0,4,11,1901,0,47.590489524771435,-122.23818278173282,1543935
5,3.0,841,1665,3.0,0,3,3,8,1981,0,47.703167081074774,-121.68836468003529,1223184
3,2.0,4083,3283,2.0,0,2,4,13,1993,0,47.24183099048732,-121.9817202375508,1676228
4,2.0,1500,5348,1.5,0,4,4,7,1937,1989,47.34953471560348,-122.04696543164427,990524
5,3.5,1601,12212,1.0,0,0,3,7,1955,1980,47.785867121722546,-121.78937454761929,1175061
4,3.5,702,4090,1.0,0,1,4,9,1904,0,47.78825299535735,-121.89807504739302,966637
4,3.5,1440,1466,1.0,0,1,4,8,1945,0,47.25626095120576,-121.52928594557866,878318
3,2.0,1075,5201,1.0,0,0,5,9,2012,2003,47.14651208722484,-121.91602534771174,1047473
3,3.0,1334,5505,2.0,0,1,3,7,1910,0,47.28964512791704,-122.03402617365275,791814
6,2.5,1688,5918,1.0,0,1,4,8,1964,2013,47.37841237011258,-121.95718263792182,1065451
5,2.5,2918,12330,2.0,0,1,3,7,1909,1982,47.40870392065182,-121.69146018330302,1152150
6,2.0,2005,13614,2.0,0,0,5,5,1940,2019,47.533164415131296,-121.88732494321478,958860
3,2.5,2108,2712,1.5,0,0,2,11,2015,0,47.72965193209208,-121.85295190861328,1389895
4,2.0,1045,2654,1.0,0,1,4,10,1943,2023,47.331243608335015,-121.52856111996341,830141
6,2.0,1164,1736,1.0,0,0,4,12,1989,1989,47.69498917484945,-121.88160451557454,1255831
3,3.5,4444,9885,1.0,0,0,3,9,1932,1981,47.16543524464864,-122.11971475166546,1464841
2,2.0,1251,20927,2.0,0,0,5,9,1990,0,47.12931228928125,-121.80867397298721,908520
4,1.5,4138,3586,1.5,0,0,5,8,1955,0,47.45283162818642,-121.84054060302269,1379885
4,1.5,1601,3860,2.0,0,0,3,6,2013,2018,47.141763556331426,-122.48615236449362,987405
5,3.5,1810,21306,2.0,0,0,1,7,1911,1989,47.37474286086396,-122.03267070321417,991302
3,2.5,3087,8148,2.0,0,1,3,7,1901,0,47.72774468180846,-121.7570963971176,1181947
5,2.0,3415,7602,2.0,0,2,3,10,1900,0,47.26903812534523,-122.00095854227887,1268011
3,3.0,1710,1493,2.0,0,1,5,7,1964,0,47.59418304258743,-121.72037886406461,1059858
3,3.0,1489,9688,1.5,0,3,5,11,2020,1985,47.31165577467305,-122.04911630357239,1275969
3,2.0,1758,1940,1.0,0,1,2,8,1932,1986,47.13144403866949,-121.51667840236277,688288
5,2.5,2140,1581,2.0,0,1,4,9,1985,0,47.48968340698722,-122.20710841079611,1316849
4,3.0,2823,3474,1.5,0,3,4,6,1975,0,47.68439744337572,-122.40787739185393,1489641
4,2.5,1811,2735,2.0,0,1,2,7,2002,0,47.38662791383983,-122.0699881988459,1148910
3,2.0,2463,3937,2.0,0,2,3,12,1935,0,47.53210567852066,-121.95829097512608,1340083
5,3.5,4101,1163,2.0,0,1,3,7,1920,0,47.73001651836041,-122.15090626831754,1588053
3,2.5,2187,12820,2.0,0,1,4,7,1983,0,47.65278615891589,-122.25771883988205,1264600
5,2.0,2112,15179,2.0,0,2,4,7,1935,0,47.235713479574976,-121.82794130861451,1146440
3,2.0,846,701,2.0,0,0,4,6,1925,2014,47.6133687715555,-122.12287490014374,742646
3,1.0,485,13075,2.0,0,0,3,7,1946,1997,47.45132511761211,-121.86863147089936,639136
4,1.5,2195,2185,2.0,0,0,4,9,1994,2023,47.62217676552026,-121.72092855140123,1303324
3,3.0,1724,11579,2.0,0,0,4,8,1900,0,47.44616088536555,-121.73899737223998,870522
4,1.0,1397,4589,2.5,0,0,5,8,1937,2012,47.18957071487581,-122.12469068936431,855523
4,2.0,2042,5058,2.0,0,1,3,6,1913,1985,47.49893661268246,-121.93210177104983,978265
3,2.5,1754,4084,2.0,0,2,5,10,1989,0,47.44449379467814,-122.05034177555726,1330492
5,1.5,3177,16516,2.0,0,2,5,9,1945,0,47.46254521354901,-121.62919474729034,1369602
3,4.0,1887,1422,2.0,0,0,3,5,1941,1998,47.71523171755211,-121.6212415202,930228
4,2.0,1244,9025,1.0,0,4,3,8,1906,2014,47.72638593269437,-122.15625841711196,1071770
6,2.0,2966,14784,2.5,0,1,5,5,1954,0,47.417475974736,-122.40826255212127,1335362
4,2.0,1622,10060,1.0,0,0,4,9,1955,0,47.41901242889606,-122.33241751667597,1072770
3,2.0,2352,50246,2.0,0,3,5,9,2018,1994,47.46063087121083,-122.13299825786912,1419133
6,1.0,1424,2895,2.0,0,2,4,11,2017,2021,47.46371249483398,-121.93575004523701,1248196
4,3.0,1306,12801,3.0,0,2,4,7,1975,1999,47.765271000925374,-121.84321298903556,1205817
3,4.0,1885,4420,1.0,0,0,3,8,1962,0,47.554580327164246,-122.168628953714,1148889
3,2.0,1819,16871,2.0,0,1,3,7,1923,0,47.29421989642156,-121.83250088037602,865799
5,2.5,2298,4877,2.0,0,3,5,8,1982,0,47.47207575786779,-121.56226001632625,1345096
4,3.0,1580,3334,1.5,0,1,3,8,1972,2009,47.539056508035586,-121.84798587283105,1029196
4,3.0,721,18143,1.0,0,2,2,5,1998,2001,47.54784020470977,-122.34143477055565,988446
5,2.0,1456,3006,2.0,0,1,4,9,1903,1983,47.50967795836673,-121.92033108702238,1059299
5,2.0,2688,1196,2.0,0,3,4,8,2008,0,47.22441530823507,-121.95810448323302,1377688
3,2.0,1558,2931,1.0,0,0,3,10,1941,2017,47.12351523235566,-121.62929988910157,854865
3,3.0,1598,9127,2.0,0,1,3,7,1995,1990,47.3364901366568,-122.14969694478702,1080900
3,3.0,2960,19772,2.0,0,0,4,11,2009,2021,47.39926550819218,-122.07705438994331,1525205
4,2.0,1266,5492,2.0,0,2,2,13,1969,1982,47.143262967703265,-121.9013409445135,1094121
2,2.0,835,18364,3.0,0,2,4,11,1927,2006,47.67047713661389,-121.97557468825798,1135208
4,3.5,1668,1263,2.0,0,0,3,9,1991,2005,47.34085420625719,-121.78098340759483,1105707
5,3.0,1419,3154,3.0,0,2,5,10,1939,0,47.73954292232495,-122.45961100908751,1307436
5,4.0,1115,3682,2.5,0,1,4,8,1950,2020,47.20808707548959,-121.93648398079304,1039196
3,3.0,1656,4382,1.5,0,0,4,7,1928,0,47.13985446985612,-122.37832810699612,892251
5,2.0,2311,5345,1.0,0,1,3,9,1941,2001,47.43762127307043,-122.18479100748029,1182004
3,2.5,1799,9807,2.0,0,0,4,9,2017,2020,47.232390535777995,-121.8383731384676,1046371
5,2.5,2107,3150,2.0,0,1,3,13,1968,0,47.7561794929045,-122.34258579940783,1529939
3,1.5,4476,5647,2.0,0,0,3,8,1904,1989,47.107212378917616,-122.19115816449538,1264144
3,2.5,1523,4697,2.0,0,2,4,7,2000,1981,47.388833772541325,-121.7969935171647,1033971
5,3.0,2078,1947,2.0,0,2,4,9,1940,2000,47.748723439941614,-121.84919475747317,1277745
3,2.0,1401,4386,2.0,0,1,4,12,1960,2010,47.36909274471084,-122.40896033079026,1156085
3,3.0,1184,4257,1.0,0,0,3,7,1954,1985,47.16517649642032,-121.92273150650767,830718
4,2.5,1349,4166,2.5,0,4,3,7,1927,2005,47.31202646000325,-122.35274553808136,1065016
4,4.0,1423,5073,1.5,0,2,5,8,1940,0,47.448607275684104,-122.2477286212855,1145654
4,1.0,2164,5301,3.0,0,0,4,7,2010,0,47.22960618114033,-122.04078872136422,1117562
4,2.0,5851,3189,1.0,0,3,4,5,1908,0,47.42659319360028,-122.39065317670182,1740438
4,2.5,1263,17548,3.0,0,0,4,7,1928,1992,47.68544023705008,-121.50635303208144,882753
3,2.0,1468,1526,1.0,0,1,3,10,1977,0,47.71083257913763,-122.334630438946,1188337
3,3.0,1751,2389,1.0,0,1,4,5,1937,1992,47.13448251429752,-121.71868737157139,774442
3,3.0,2203,79218,1.0,0,1,2,8,1961,0,47.2126323506368,-121.67016115497678,1025421
6,1.5,2062,1740,2.0,0,3,4,9,1953,2004,47.292703095036764,-121.505536030104,1160980
4,2.5,3435,1269,2.5,0,1,4,12,1951,0,47.51640609562132,-122.07134678214773,1608982
3,2.5,537,10244,2.0,0,0,5,13,2003,1991,47.352696331154725,-121.62590547986066,1039820
4,2.0,548,615,3.0,0,4,4,8,1933,1989,47.69082863941225,-121.54246056098314,913660
6,3.5,1411,3884,2.0,0,4,3,12,1936,2018,47.60167030779805,-122.32710585510533,1349043
3,3.0,3129,42016,2.0,0,2,4,5,1948,1995,47.17031921617946,-122.02056391094047,1217529
4,2.5,826,1048,2.5,0,1,2,9,1941,2004,47.53719025175846,-122.43998918114391,1001919
4,3.0,401,677,1.5,0,0,3,9,1913,2014,47.17910883774289,-121.8792759879758,707265
4,2.5,2405,1097,1.5,0,2,2,7,1981,1992,47.27852496874552,-121.91859384314343,1186684
2,3.5,2042,12068,3.0,0,0,4,8,1932,0,47.22450944347396,-122.2958737153368,1111042
5,2.5,1048,15135,3.0,0,0,2,6,2017,2011,47.22114336444049,-121.70209724110588,840978
6,3.0,1104,2943,3.0,0,1,4,10,1997,1999,47.5314768673438,-122.46273127723646,1293643
4,3.5,1113,9732,3.0,0,0,5,7,1991,0,47.49452344578791,-121.69377267587244,1036786
4,2.0,1910,19737,1.0,0,0,4,9,1999,1995,47.22321970695141,-122.47335470883613,1232919
6,3.0,1321,29358,2.5,0,1,2,6,2008,2011,47.7931209637929,-121.84317118786365,1174546
4,2.0,2314,3841,2.0,0,0,3,7,2011,2021,47.3952857126578,-122.4212304860851,1160735
3,2.0,433,492,3.0,0,0,4,13,2000,2019,47.167948529708454,-122.24877448068767,902242
4,2.0,1178,2162,2.0,0,0,5,9,1986,0,47.184398311868584,-121.77808665068817,916775
4,4.0,1029,3207,2.0,0,0,2,12,2005,0,47.50872559960862,-122.21959520037461,1226867
3,3.5,1590,3793,2.0,0,2,4,7,1916,0,47.78534858236843,-121.98882615128227,1006229
4,3.0,1381,4073,1.5,0,3,4,6,2023,0,47.50036577113344,-121.58475173047988,1140912
6,3.0,2694,15046,1.0,0,1,4,8,1974,2012,47.76432903363165,-122.45036564596342,1562332
6,2.5,713,17578,2.5,0,1,5,8,1931,0,47.41089299553062,-121.68892020626433,866485
4,3.5,1849,4139,2.5,0,0,4,7,2000,1986,47.40508877255641,-122.43472800143151,1226812
3,2.5,2390,14742,1.0,0,0,5,9,1978,1991,47.45000515152112,-122.37320515566333,1329073
6,2.0,4574,7028,2.0,0,0,3,7,1967,2002,47.588197820708885,-122.38068089611079,1580818
5,2.0,1421,5242,2.0,0,1,4,7,1938,0,47.357331176515935,-121.50589771678928,902493
3,3.0,2126,12167,2.0,0,2,4,7,1993,0,47.70472022287527,-122.31981368066846,1321391
6,3.0,733,5283,1.5,0,1,3,8,1909,0,47.1204969693377,-121.60323815374373,694669
5,2.0,546,38476,2.5,0,0,4,9,1986,0,47.40783493651991,-121.50906783705345,820936
4,1.0,2758,1166,2.0,0,0,3,8,1923,2022,47.45769429498594,-122.1162152295877,1170874
4,3.0,1803,2936,2.0,0,2,3,8,1999,2007,47.52492256678416,-121.86895145647131,1171738
3,1.0,3259,4330,2.0,0,0,3,6,2015,0,47.29325033865611,-121.72090874623639,1256798
2,3.0,909,7627,1.0,0,2,4,11,1957,2012,47.39923597969008,-122.1073549181638,1178085
3,4.0,2344,17465,2.0,0,1,5,11,1968,0,47.43917642514984,-122.33818585950219,1347844
5,2.0,4602,4796,1.0,0,2,4,9,2000,2003,47.58083698507825,-122.06623725620744,1798244
2,2.0,2230,1185,1.0,0,3,4,4,2006,0,47.641480929315065,-121.72811235499705,1200683
3,3.0,2076,11413,2.0,0,4,3,8,1963,2001,47.61647912914065,-121.71923723725159,1217836
3,3.0,1815,10456,3.0,0,1,5,9,1918,0,47.33910813660271,-122.26946120782908,1071257
4,2.5,824,704,2.0,0,1,4,13,2000,0,47.79961536609437,-122.32503436010926,1353253
6,4.0,3560,4896,1.0,0,0,4,13,2016,0,47.694065718251025,-121.57943929789965,1752294
3,1.5,1332,1002,2.0,0,4,4,10,1907,0,47.28201636120148,-122.45600096944169,1073364
3,2.5,2326,2528,2.5,0,1,3,5,1970,1999,47.23657406397098,-121.76526152423492,1024378
4,3.0,827,1992,2.0,0,0,4,12,1939,0,47.319814875408376,-122.45357861455325,1036925
4,3.5,1002,11039,2.5,0,1,5,8,1912,1990,47.41664139709975,-121.662099949139,814234
3,2.0,3705,5523,2.0,0,0,2,10,2000,1996,47.695559564823725,-121.59458518666389,1552999
4,3.0,1519,1358,2.0,0,1,4,8,2023,1990,47.644853584656175,-122.2025808757709,1362714
3,2.5,3739,11849,1.0,0,1,5,7,1926,2000,47.69587228645411,-122.42606435648331,1508620
